gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.007	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.081	0.079	0.038	0.049	0.167	0.099	0.103	0.19	0.0	0.074	0.169	0.07
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.081	0.079	0.038	0.049	0.167	0.099	0.103	0.19	0.0	0.074	0.169	0.07
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.081	0.079	0.038	0.049	0.167	0.099	0.103	0.19	0.0	0.074	0.169	0.07
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.081	0.079	0.038	0.049	0.167	0.099	0.103	0.19	0.0	0.074	0.169	0.07
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.081	0.079	0.038	0.049	0.167	0.099	0.103	0.19	0.0	0.074	0.169	0.07
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.007	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.081	0.079	0.038	0.049	0.167	0.099	0.103	0.19	0.0	0.074	0.169	0.07
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.027	0.043	0.101	0.014	0.023	0.0	0.062	0.006	0.0	0.005	0.008	0.057
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS05550A895	0.019	0.0	0.006	0.0	0.015	0.0	0.005	0.0	0.0	0.018	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS00A6240B6	0.031	0.023	0.013	0.022	0.028	0.022	0.03	0.03	0.0	0.004	0.02	0.064
WNT1	P04628	False	WNT1_HUMAN		CPI-SS014B0FCD2	0.031	0.023	0.013	0.022	0.028	0.022	0.03	0.03	0.0	0.004	0.02	0.064
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS0179FBFD3	0.152	0.063	0.246	0.044	0.172	0.051	0.164	0.098	0.0	0.132	0.03	0.082
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0898D7F7F	0.037	0.015	0.024	0.03	0.022	0.024	0.048	0.069	0.0	0.038	0.01	0.043
TNFRSF10C	O14798	False	TR10C_HUMAN		CPI-SS01ECFDA18	0.0	0.006	0.0	0.001	0.002	0.0	0.0	0.005	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.009	0.01	0.007	0.025	0.024	0.056	0.023	0.006	0.0	0.013	0.024	0.029
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07833475A	0.009	0.01	0.007	0.025	0.024	0.056	0.023	0.006	0.0	0.013	0.024	0.029
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.009	0.01	0.007	0.025	0.024	0.056	0.023	0.006	0.0	0.013	0.024	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BF490275	0.009	0.01	0.007	0.025	0.024	0.056	0.023	0.006	0.0	0.013	0.024	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.0	0.011	0.007	0.005	0.0	0.0	0.0	0.013	0.0	0.029	0.013	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.0	0.016	0.007	0.014	0.019	0.0	0.009	0.012	0.0	0.009	0.011	0.011
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.025	0.022	0.037	0.023	0.027	0.032	0.024	0.057	0.0	0.026	0.0	0.017
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.0	0.006	0.0	0.027	0.0	0.0	0.002	0.026	0.0	0.0	0.021	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0816A4ED4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS03F821467	0.736	0.521	0.565	0.464	0.642	0.671	0.646	0.635	0.0	0.534	0.44	0.872
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0658257AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0D8972B21	0.031	0.023	0.013	0.022	0.028	0.022	0.03	0.03	0.0	0.004	0.02	0.064
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.0	0.005	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.008	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.013	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.008	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.013	0.0	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.005	0.0	0.0
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.007	0.03	0.011	0.03	0.007	0.046	0.018	0.022	0.0	0.015	0.031	0.033
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.005	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.067	0.088	0.054	0.048	0.136	0.026	0.081	0.052	0.0	0.183	0.041	0.135
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	0.122	0.271	0.08	0.214	0.186	0.254	0.283	0.221	0.0	0.018	0.21	0.37
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.067	0.088	0.054	0.048	0.136	0.026	0.081	0.052	0.0	0.183	0.041	0.135
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.0	0.0	0.0	0.002	0.002	0.0	0.002	0.0	0.0	0.011	0.0	0.0
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.122	0.271	0.08	0.214	0.186	0.254	0.283	0.221	0.0	0.018	0.21	0.37
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.147	0.655	0.086	0.063	0.027	0.17	0.271	0.146	0.0	0.0	0.47	0.314
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	1.902	1.672	1.953	1.479	1.965	1.873	1.714	1.535	1.653	1.569	1.545	1.8
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.067	0.043	0.024	0.021	0.072	0.0	0.049	0.031	0.0	0.052	0.0	0.101
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.0	0.0	0.0	0.002	0.002	0.0	0.002	0.0	0.0	0.011	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0C412B7DE	0.011	0.022	0.031	0.091	0.041	0.196	0.058	0.146	0.0	0.004	0.024	0.116
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	0.23	0.174	0.303	0.108	0.831	0.156	0.276	0.277	0.0	0.269	0.226	0.335
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	1.902	1.672	1.953	1.479	1.965	1.873	1.714	1.535	1.653	1.569	1.545	1.8
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0A81A3626	0.019	0.0	0.006	0.0	0.015	0.0	0.005	0.0	0.0	0.018	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.0	0.011	0.007	0.005	0.0	0.0	0.0	0.013	0.0	0.029	0.013	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS00E5D7E39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS08C88D297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADM	P35318	False	ADML_HUMAN		CPI-SS0522A6CFA	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS00BD8FF72	0.093	0.071	0.107	0.094	0.08	0.086	0.064	0.08	0.0	0.124	0.18	0.079
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.068	0.119	0.037	0.037	0.047	0.028	0.291	0.204	0.0	0.0	0.0	0.859
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0DA291AD9	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS05B92CCC4	0.0	0.0	0.0	0.0	0.028	0.029	0.004	0.006	0.0	0.0	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.0	0.0	0.053	0.007	0.216	0.0	0.021	0.007	0.0	0.004	0.0	0.008
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B2979A10	0.0	0.0	0.053	0.007	0.216	0.0	0.021	0.007	0.0	0.004	0.0	0.008
CCR1	P32246	False	CCR1_HUMAN		CPI-SS09199F78C	0.0	0.035	0.0	0.01	0.008	0.0	0.03	0.045	0.0	0.0	0.058	0.304
IDE	P14735	False	IDE_HUMAN		CPI-SS0D57FCA8C	0.044	0.061	0.056	0.063	0.067	0.055	0.084	0.079	0.0	0.041	0.046	0.101
CCR1	P32246	False	CCR1_HUMAN		CPI-SS041751A4D	0.0	0.035	0.0	0.01	0.008	0.0	0.03	0.045	0.0	0.0	0.058	0.304
CCR8	P51685	False	CCR8_HUMAN		CPI-SS03188FD02	0.01	0.0	0.026	0.0	0.28	0.018	0.001	0.0	0.0	0.004	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0C84DF380	0.0	0.035	0.0	0.01	0.008	0.0	0.03	0.045	0.0	0.0	0.058	0.304
CCR3	P51677	False	CCR3_HUMAN		CPI-SS006C89002	0.0	0.0	0.0	0.0	0.028	0.029	0.004	0.006	0.0	0.0	0.0	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.0	0.006	0.0	0.002	0.0	0.027	0.003	0.0	0.0	0.0	0.0	0.006
OXT	P01178	False	NEU1_HUMAN		CPI-SS04B547174	0.024	0.005	0.018	0.003	0.009	0.0	0.001	0.0	0.0	0.016	0.0	0.005
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.016	0.039	0.0	0.015	0.002	0.0	0.01	0.011	0.0	0.004	0.028	0.024
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.009	0.011	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.224	0.644	1.199	0.219	0.468	0.38	0.345	0.221	0.0	0.157	0.826	1.298
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS0F94547B2	0.224	0.644	1.199	0.219	0.468	0.38	0.345	0.221	0.0	0.157	0.826	1.298
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.031	0.016	0.021	0.02	0.03	0.053	0.026	0.049	0.0	0.021	0.0	0.012
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.0	0.033	0.006	0.008	0.011	0.036	0.061	0.044	0.0	0.0	0.0	0.032
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.057	0.055	0.018	0.034	0.038	0.061	0.064	0.033	0.0	0.088	0.036	0.087
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.057	0.055	0.018	0.034	0.038	0.061	0.064	0.033	0.0	0.088	0.036	0.087
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.0	0.0	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.006
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.067	0.033	0.151	0.005	0.092	0.021	0.037	0.029	0.0	0.01	0.014	0.011
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.063	0.01	0.022	0.0	0.071	0.0	0.002	0.0	0.0	0.102	0.0	0.006
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.063	0.01	0.022	0.0	0.071	0.0	0.002	0.0	0.0	0.102	0.0	0.006
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.063	0.01	0.022	0.0	0.071	0.0	0.002	0.0	0.0	0.102	0.0	0.006
VGF	O15240	False	VGF_HUMAN		CPI-SS04C396C5D	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.049	0.034	0.006	0.006	0.045	0.0	0.04	0.027	0.0	0.016	0.0	0.016
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.049	0.034	0.006	0.006	0.045	0.0	0.04	0.027	0.0	0.016	0.0	0.016
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS04861AD1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBXA2R	P21731	False	TA2R_HUMAN		CPI-SS042EB8C7A	0.018	0.0	0.025	0.001	0.009	0.0	0.006	0.013	0.0	0.054	0.0	0.0
PTGIR	P43119	False	PI2R_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.002	0.005	0.0	0.0	0.0	0.0	0.01	0.0	0.0
GHSR	Q92847	False	GHSR_HUMAN		CPI-SS07D40A3F3	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GHSR	Q92847	False	GHSR_HUMAN		CPI-SS0EB3C2743	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	0.048	0.131	0.16	0.109	0.097	0.142	0.098	0.079	0.0	0.038	0.156	0.181
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS02EF3E1BA	0.048	0.131	0.16	0.109	0.097	0.142	0.098	0.079	0.0	0.038	0.156	0.181
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0B9DC75DD	0.122	0.271	0.08	0.214	0.186	0.254	0.283	0.221	0.0	0.018	0.21	0.37
CD70	P32970	False	CD70_HUMAN		CPI-SS08A819670	0.011	0.022	0.031	0.091	0.041	0.196	0.058	0.146	0.0	0.004	0.024	0.116
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.016	0.026	0.015	0.023	0.03	0.115	0.049	0.032	0.0	0.027	0.0	0.049
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.128	0.102	0.172	0.051	0.11	0.045	0.202	0.101	0.0	0.12	0.031	0.088
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.0	0.01	0.0	0.001	0.004	0.0	0.003	0.012	0.0	0.0	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	0.0	0.01	0.0	0.001	0.004	0.0	0.003	0.012	0.0	0.0	0.0	0.0
TG	P01266	False	THYG_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	1.838	1.702	1.904	2.172	2.279	1.994	1.85	2.192	1.653	0.785	1.843	1.69
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	1.838	1.702	1.904	2.172	2.279	1.994	1.85	2.192	1.653	0.785	1.843	1.69
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	0.077	0.015	0.143	0.005	0.09	0.0	0.032	0.006	0.0	0.123	0.0	0.051
CSF2	P04141	False	CSF2_HUMAN		CPI-SS092E57263	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.01	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS047CD2E9F	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.01	0.0	0.0	0.0	0.0
CD2	P06729	False	CD2_HUMAN		CPI-SS00B1BEE64	1.376	1.275	1.079	1.81	1.431	1.422	1.813	1.96	2.246	0.929	0.982	1.303
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.0	0.0	0.009	0.011	0.002	0.0	0.009	0.005	0.0	0.006	0.0	0.0
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.586	0.078	0.313	0.096	0.262	0.15	0.127	0.124	0.0	0.574	0.181	0.287
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	2.114	2.8	2.396	2.815	2.153	2.555	2.708	2.818	3.097	2.085	2.717	2.376
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	2.114	2.8	2.396	2.815	2.153	2.555	2.708	2.818	3.097	2.085	2.717	2.376
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	1.935	1.703	1.606	1.615	1.772	1.143	1.765	1.605	0.0	1.761	1.305	1.895
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.033	0.0	0.076	0.0	0.026	0.003	0.033	0.0	0.0	0.113	0.0
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.038	0.011	0.02	0.004	0.016	0.0	0.003	0.006	0.0	0.009	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.154	0.004	0.083	0.011	0.338	0.082	0.266	0.091	0.0	0.266	0.0	0.298
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.0	0.006	0.0	0.007	0.003	0.0	0.01	0.017	1.653	0.026	0.0	0.004
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.154	0.004	0.083	0.011	0.338	0.082	0.266	0.091	0.0	0.266	0.0	0.298
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.0	0.006	0.0	0.007	0.003	0.0	0.01	0.017	1.653	0.026	0.0	0.004
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	2.804	3.221	3.027	3.262	2.74	2.628	3.065	3.089	3.271	2.764	3.236	3.004
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	2.804	3.221	3.027	3.262	2.74	2.628	3.065	3.089	3.271	2.764	3.236	3.004
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	2.804	3.221	3.027	3.262	2.74	2.628	3.065	3.089	3.271	2.764	3.236	3.004
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.113	0.404	0.691	0.1	1.342	0.23	0.474	0.169	0.0	1.986	0.489	0.111
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.0	0.005	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.011	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.113	0.404	0.691	0.1	1.342	0.23	0.474	0.169	0.0	1.986	0.489	0.111
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0	0.005	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.011	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS06ABF2F5A	0.0	0.005	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.011	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	1.849	2.259	2.206	2.53	1.937	2.559	2.205	2.557	0.0	0.808	2.323	1.77
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.383	0.509	0.39	0.276	0.181	0.219	0.419	0.437	2.246	0.257	0.355	0.227
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.0	0.007	0.006	0.012	0.002	0.05	0.004	0.013	0.0	0.0	0.0	0.0
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	0.009	0.005	0.0	0.002	0.005	0.0	0.001	0.006	0.0	0.0	0.0	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS05E63FBEC	0.0	0.036	0.0	0.117	0.002	0.027	0.005	0.057	0.0	0.0	0.257	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS087BD262F	0.0	0.094	0.007	0.166	0.004	0.131	0.011	0.036	0.0	0.0	0.438	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0C7012011	0.0	0.036	0.0	0.117	0.002	0.027	0.005	0.057	0.0	0.0	0.257	0.0
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	0.01	0.0	0.016	0.005	0.003	0.0	0.006	0.005	0.0	0.0	0.0	0.011
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.595	0.362	0.492	0.686	0.547	0.692	0.639	0.731	1.653	0.669	0.313	0.688
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.011	0.021	0.039	0.015	0.016	0.0	0.045	0.037	0.0	0.006	0.0	0.028
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	3.049	2.347	3.164	2.903	3.153	2.73	2.657	3.008	1.653	2.624	1.581	2.674
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.006
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.008	0.025	0.0
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0BDA7A63E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0D5E1C3D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.007
